	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX1657515	4464989	291407	2059016	1798934	0	0	0	0	0	0	0	0	0	299307	16110	215	6.526488643	4464989	2666055	59.71	1798934	40.29	SRX1657515_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4464989	0	20-359	54	21.81829426	120.2386492	pass	warn		pass	fail	fail	pass	warn	fail	fail	pass	4570172	794051	4570172	549389523	9633332	538570932	1.969202278			0.1249	0.864	0.0111
SRX1657516	5084083	292805	1886379	2704480	0	0	0	0	0	0	0	0	0	184728	15480	211	5.759249013	5084083	2379603	46.8	2704480	53.2	SRX1657516_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5084083	0	18-350	54	22.31171754	140.2932344	pass	warn		pass	fail	fail	pass	warn	fail	fail	pass	5217037	1249481	5217037	751924059	33484270	716208475	4.749892436			0.1538	0.8404	0.0058
SRX1657517	4185179	322187	1754651	1788391	0	0	0	0	0	0	0	0	0	301578	18143	229	7.698284828	4185179	2396788	57.27	1788391	42.73	SRX1657517_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4185179	0	18-355	55	27.74865857	140.2977854	pass	warn		pass	fail	fail	pass	warn	fail	fail	pass	4259590	873364	4259590	600630990	10106330	588970399	1.94139017			0.1458	0.8452	0.0091
SRX1657518	4552295	226483	1954476	2137963	0	0	0	0	0	0	0	0	0	221435	11761	177	4.975138913	4552295	2414332	53.04	2137963	46.96	SRX1657518_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4552295	0	18-279	55	35.38571242	125.1480561	pass	warn		pass	fail	fail	pass	warn	fail	fail	pass	4700252	962465	4700252	584687785	11017204	571992845	2.171234003			0.1188	0.8751	0.0061
SRX1657519	4588475	1395539	2000	1758904	0	0	0	0	0	0	0	0	0	1336631	94314	1087	30.41400465	4588475	2829571	61.67	1758904	38.33	SRX1657519_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4588475	0	20-323	58	82.00505572	110.2789136	pass	warn		pass	fail	fail	pass	warn	pass	warn	pass	4800087	957804	4800087	524410062	13727741	509271956	2.886692514			0.3198	0.635	0.0452
SRX1657520	5217687	1352597	3682	2563188	0	0	0	0	0	0	0	0	0	1216676	80595	949	25.92330663	5217687	2654499	50.88	2563188	49.12	SRX1657520_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5217687	0	20-361	58	67.42485919	128.2556227	pass	warn		pass	fail	fail	pass	warn	warn	fail	pass	5354370	1125175	5354370	695353709	21274607	672367428	3.305696181			0.3932	0.5707	0.0361
SRX1737662	6710753	4683646	12160	244815	0	0	0	0	2676	0	0	0	0	1460327	298826	8303	69.79315138	6710753	6465938	96.35	244815	3.65	SRX1737662_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6710753	0	20-101	61	22.05950297	98.98891019	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	6747449	1711092	6747449	681492349	4334794	672399834	1.334206468	0.0919	0.4047	0.5034		
SRX1737664	22601605	16091166	28301	798529	0	0	0	0	10442	0	0	0	0	4719077	921836	32254	71.19479347	22601605	21803076	96.47	798529	3.53	SRX1737664_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22601605	0	20-101	62	14.19588812	99.05016949	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	22727152	5783659	22727152	2295442352	81897951	2199763284	4.168219163	0.0913	0.3953	0.5135		
SRX1737665	5945688	4181500	12923	225640	0	0	0	0	2559	0	0	0	0	1283211	232418	7437	70.32827824	5945688	5720048	96.2	225640	3.8	SRX1737665_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5945688	0	20-101	61	25.78464264	96.45302411	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	5979709	1490194	5979709	603950609	3966842	596021761	1.312830533	0.0887	0.3998	0.5115		
SRX1737667	13556457	9267953	24944	463643	0	0	0	0	8211	0	0	0	0	3027227	743886	20593	68.36559877	13556457	13092814	96.58	463643	3.42	SRX1737667_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13556457	0	20-101	61	20.37077228	96.77769376	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	13627893	3337977	13627893	1376417193	9371209	1357992319	1.338611149	0.0923	0.3797	0.528		
SRX1737668	6227866	4322854	5372	220476	0	0	0	0	3836	0	0	0	0	1337845	328477	9006	69.41148059	6227866	6007390	96.46	220476	3.54	SRX1737668_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6227866	0	20-101	61	27.05416794	96.49165444	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	6264508	1513911	6264508	632715308	4374000	624330415	1.325223666	0.0929	0.375	0.532		
SRX1737670	3395134	2424236	3846	111389	0	0	0	0	2581	0	0	0	0	678363	169710	5009	71.40324947	3395134	3283745	96.72	111389	3.28	SRX1737670_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3395134	0	20-101	62	30.22845619	98.95793863	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	3413527	833182	3413527	344766227	2366197	340041279	1.370478785	0.0892	0.3782	0.5326		
SRX1738853	6728899	102551	28	6568264	0	0	0	0	11	0	0	0	0	51962	6061	22	1.524038331	6728899	160635	2.39	6568264	97.61	SRX1738853_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6728899	0	18-100	63	34.53878673	99.29595822	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	6744792	1973925	6744792	674479200	250263	671071638	0.505213801	0.1503	0.3034	0.5463		
SRX1738854	6459335	117693	1482	6303549	0	0	0	0	6	0	0	0	0	27200	9310	95	1.82206063	6459335	155786	2.41	6303549	97.59	SRX1738854_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6459335	0	20-80	62	35.99427878	76.00990845	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	6494820	1740572	6494820	519585600	23547194	493346616	5.049982909	0.1154	0.4099	0.4747		
SRX1747042	26522272	2898	56177	26400698	0	0	0	0	14	0	0	0	0	62345	120	20	0.010926666	26522272	121574	0.46	26400698	99.54	SRX1747042_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26522272	0	20-51	57	19.18308197	48.13231683	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass	29906349	7107039	29906349	1525223799	222156492	1293434176	15.19708932	0.4852	0.0233	0.4915		
SRX1771584	30952172	6565844	6677789	8937257	0	0	0	0	0	0	0	0	0	8347022	416386	7874	21.21286997	30952172	22014915	71.13	8937257	28.87	SRX1771584_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30952172	0	20-51	56	18.64451728	50.32364911	pass	pass	pass	pass	fail	pass	fail	warn	fail	warn	pass	30982000	2585518	30982000	1580082000	12348750	1557977750	1.398930562			0.4296	0.4254	0.145
SRX1771585	19066680	5402745	2666347	5219587	0	0	0	0	0	0	0	0	0	5460353	307227	10421	28.33605536	19066680	13847093	72.62	5219587	27.38	SRX1771585_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19066680	0	20-51	57	19.28391154	50.31702934	pass	pass	pass	pass	fail	warn	fail	warn	fail	fail	pass	19083447	1360907	19083447	973255797	9108465	959571592	1.406023477			0.4501	0.4225	0.1273
SRX1771586	29266802	7105981	5159512	9560108	0	0	0	0	0	0	0	0	0	6942394	489088	9719	24.28000504	29266802	19706694	67.33	9560108	32.67	SRX1771586_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29266802	0	20-51	56	15.41281808	50.38848061	pass	pass	pass	pass	fail	warn	fail	warn	fail	fail	pass	29292520	2192820	29292520	1493918520	11136371	1475002188	1.266222471			0.4383	0.4372	0.1246
SRX1771587	32124837	9578342	2948629	9544940	0	0	0	0	0	0	0	0	0	9436490	602830	13606	29.81600187	32124837	22579897	70.29	9544940	29.71	SRX1771587_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32124837	0	20-51	57	19.81089812	50.35079867	pass	pass	pass	pass	fail	warn	fail	warn	fail	fail	pass	32156136	2339683	32156136	1639962936	13092970	1617888196	1.346051152			0.4609	0.3781	0.161
SRX1853292	46171977	2327432	26996042	538248	0	0	0	0	0	0	0	0	0	16171426	134168	4661	5.040789135	46171977	45633729	98.83	538248	1.17	SRX1853292_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46171977	0	20-51	55	4.237961763	50.19425837	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass	46201324	11330371	46201324	2356267524	22211800	2317945883	1.626370546			0.6651	0.1412	0.1937
SRX1853532	52393050	1444651	44337361	1898621	0	0	0	0	0	0	0	0	0	4625664	84915	1838	2.757333272	52393050	50494429	96.38	1898621	3.62	SRX1853532_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	52393050	0	20-51	53	3.268762585	50.2225214	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	52441710	13504837	52441710	2674527210	23601824	2632049759	1.588222802			0.798	0.0342	0.1678
SRX1853533	50983676	1560302	41758478	1974004	0	0	0	0	0	0	0	0	0	5596982	91949	1961	3.060395253	50983676	49009672	96.13	1974004	3.87	SRX1853533_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50983676	0	20-51	53	3.516348548	50.24070697	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	51028668	12964678	51028668	2602462068	21945118	2562097795	1.551003317			0.8017	0.0442	0.1541
SRX1853534	46230999	2339829	30153596	567388	0	0	0	0	0	0	0	0	0	13032844	133187	4155	5.061169022	46230999	45663611	98.77	567388	1.23	SRX1853534_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46230999	0	20-51	55	4.722411409	50.17416931	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	46263680	11461000	46263680	2359447680	22799236	2320054562	1.669590656			0.6792	0.1259	0.1949
SRX2159157	15954949	12467699	8605	295837	0	0	0	0	9563	0	0	0	0	2421882	715474	35889	78.14314543	15954949	15659112	98.15	295837	1.85	SRX2159157_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15954949	0	20-100	61	22.28026057	94.2533852	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	16246252	4658918	16246252	1624625200	102012484	1510396021	7.031109637	0.0687	0.3448	0.5865		
SRX2159158	15670488	12133949	12873	258204	0	0	0	0	10229	0	0	0	0	2505264	723258	26711	77.43185152	15670488	15412284	98.35	258204	1.65	SRX2159158_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15670488	0	20-100	62	27.91720997	95.9337034	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	15946071	3968250	15946071	1594607100	54986255	1526946473	4.24309079	0.3406	0.0669	0.5925		
SRX2159159	12793451	45205	199	12683395	0	0	0	0	29394	0	0	0	0	31178	4030	50	0.353344848	12793451	110056	0.86	12683395	99.14	SRX2159159_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12793451	0	20-100	50	13.77958485	81.19673464	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	fail	13020913	10690126	13020913	1302091300	316637813	974156067	25.1852718	0.1255	0.3624	0.5121		
SRX2159160	8193404	750016	13590	1174716	0	0	0	0	4643763	0	0	0	0	1530297	80034	988	9.153899893	8193404	7018688	85.66	1174716	14.34	SRX2159160_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8193404	0	18-100	59	20.61867671	40.17990032	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	13674094	13111598	13674094	1367409400	255855968	376449144	72.46990228	0.6292	0.0615	0.3093		
SRX2159161	3322237	379675	3460	489159	0	0	0	0	1858489	0	0	0	0	557082	33970	402	11.42829365	3322237	2833078	85.28	489159	14.72	SRX2159161_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3322237	0	18-100	59	25.82241691	41.78151468	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	13464249	13246703	13464249	1346424900	253203034	220814817	83.59991582	0.623	0.0614	0.3156		
SRX2159162	12701808	68505	121	12553616	0	0	0	0	35171	0	0	0	0	40525	3799	71	0.539332668	12701808	148192	1.17	12553616	98.83	SRX2159162_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12701808	0	20-100	50	13.31902578	82.68760211	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	fail	12936228	10424179	12936228	1293622800	293534970	989002106	23.54787609	0.1286	0.3345	0.5369		
SRX2159177	15687917	10074304	20598	371887	0	0	0	0	12361	0	0	0	0	4584397	605412	18958	64.21696392	15687917	15316030	97.63	371887	2.37	SRX2159177_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15687917	0	20-100	61	23.90011904	93.78307649	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	15964962	3933246	15964962	1596496200	58562078	1524425084	4.51433057	0.3619	0.1214	0.5167		
SRX2159178	15770278	9992101	22521	539392	0	0	0	0	10027	0	0	0	0	4559240	629525	17472	63.36033518	15770278	15230886	96.58	539392	3.42	SRX2159178_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15770278	0	20-100	61	27.36496999	95.83064864	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	16051496	3915603	16051496	1605149600	56897002	1535803350	4.320235946	0.1147	0.3692	0.5161		
SRX2181659	8942297	6608915	17174	141179	0	0	0	0	3660	0	0	0	0	2127451	11548	32370	73.90623461	8942297	8801118	98.42	141179	1.58	SRX2181659_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8942297	0	20-76	62	78.6985515	75.32152913	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass	8943840	574160	8943840	676547191	970449	674726529	0.269110865	0.354	0.3529	0.2931		
SRX2181660	7737051	5928640	14846	111260	0	0	0	0	1427	0	0	0	0	1650729	9926	20223	76.62661135	7737051	7625791	98.56	111260	1.44	SRX2181660_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7737051	0	20-76	62	78.14944024	75.34102257	pass	pass		pass	fail	fail	pass	warn	pass	pass	pass	7738152	490698	7738152	585362505	752180	583897707	0.250237757	0.37	0.3687	0.2612		
SRX2181663	7483698	5717712	66329	97766	0	0	0	0	1283	0	0	0	0	1571084	9843	19681	76.40222788	7483698	7385932	98.69	97766	1.31	SRX2181663_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7483698	0	20-76	62	78.73740377	75.33137815	pass	pass		pass	fail	fail	pass	warn	pass	pass	pass	7484663	467658	7484663	566220715	684106	564860606	0.240208273	0.3697	0.3728	0.2574		
SRX2181664	858876	798743	16474	11160	0	0	0	0	65	0	0	0	0	27541	2422	2471	92.99864008	858876	847716	98.7	11160	1.3	SRX2181664_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	858876	0	18-76	64	86.74458895	74.66808247	pass	pass		pass	fail	pass	pass	warn	pass	pass	pass	859137	255590	859137	65006694	39918	64579441	0.657244622	0.2768	0.2421	0.481		
SRX2181665	1173512	1097112	15726	15342	0	0	0	0	31	0	0	0	0	39225	3207	2869	93.48962772	1173512	1158170	98.69	15342	1.31	SRX2181665_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1173512	0	18-76	64	85.63002272	74.67040985	pass	pass		pass	fail	pass	pass	warn	pass	pass	pass	1173833	348897	1173833	88818298	42799	88247375	0.642798852	0.3049	0.2807	0.4144		
SRX2181666	768395	680322	48513	8563	0	0	0	0	29	0	0	0	0	26230	1866	2872	88.5380566	768395	759832	98.89	8563	1.11	SRX2181666_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	768395	0	20-76	63	80.68252683	75.31787167	pass	pass		pass	fail	pass	pass	warn	pass	warn	pass	768446	50341	768446	58139302	36215	58036227	0.17728971	0.3445	0.1747	0.4808		
SRX2255950	9879513	4279051	261438	1253518	0	0	0	0	2312	0	0	0	0	3831068	244236	7890	43.31236773	9879513	8625995	87.31	1253518	12.69	SRX2255950_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9879513	0	20-76	59	22.32245829	75.17910933	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	9884669	1027238	9884669	746903662	864954	744594997	0.309098096	0.1608	0.3331	0.5061		
SRX2255951	5683964	2518314	202416	703436	0	0	0	0	1590	0	0	0	0	2107828	145067	5313	44.30559377	5683964	4980528	87.62	703436	12.38	SRX2255951_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5683964	0	20-76	60	28.6130296	75.31640665	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	5687213	598867	5687213	429656513	510747	428312255	0.312868061	0.1659	0.3234	0.5107		
SRX2255954	8650878	3639832	283107	1138826	0	0	0	0	2163	0	0	0	0	3366871	213933	6146	42.07471195	8650878	7512052	86.84	1138826	13.16	SRX2255954_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8650878	0	18-76	60	24.6590489	74.634672	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	8655351	3050975	8655351	654009670	763073	649349644	0.712531666	0.1739	0.3163	0.5099		
SRX2255955	7516783	3303854	215969	1050235	0	0	0	0	1542	0	0	0	0	2745962	191310	7911	43.9530315	7516783	6466548	86.03	1050235	13.97	SRX2255955_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7516783	0	20-76	59	24.27556682	75.1871544	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	7520964	446288	7520964	568730873	297255	567818937	0.160345788	0.1685	0.3211	0.5104		
SRX2342940	7336018	4002435	7689	946294	0	0	0	0	236828	0	0	0	0	1718758	236625	187389	54.55868565	7336018	6389724	87.1	946294	12.9	SRX2342940_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7336018	0	20-76	63	41.66057143	75.18530571	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	7344157	1728131	7344157	558155932	757060	554891724	0.584820086	0.2446	0.2406	0.5148		
SRX2342941	7593078	4349806	2848	978198	0	0	0	0	262814	0	0	0	0	1599474	226055	173883	57.28646538	7593078	6614880	87.12	978198	12.88	SRX2342941_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7593078	0	20-76	63	39.96296881	75.2929289	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	7599822	1825448	7599822	577586472	771581	573814255	0.653099957	0.2452	0.2451	0.5097		
SRX2342942	6883323	3851516	4902	904708	0	0	0	0	297840	0	0	0	0	1444030	208892	171435	55.9543116	6883323	5978615	86.86	904708	13.14	SRX2342942_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6883323	0	20-76	63	39.92900455	75.28058236	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	6890386	1620368	6890386	523669336	2056704	518835577	0.923055575	0.2491	0.2403	0.5107		
SRX2342943	7686106	4162561	3155	922020	0	0	0	0	207913	0	0	0	0	1988089	240760	161608	54.15695542	7686106	6764086	88	922020	12	SRX2342943_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7686106	0	20-76	62	36.68170226	75.33903644	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	7693763	1754376	7693763	584725988	2264809	579790687	0.84403654	0.2608	0.2564	0.4828		
SRX2342944	7189880	3976892	9153	839543	0	0	0	0	296244	0	0	0	0	1658154	232978	176916	55.3123557	7189880	6350337	88.32	839543	11.68	SRX2342944_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7189880	0	20-76	62	39.9312092	75.27899464	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7197625	1749797	7197625	547019500	759940	543361614	0.668693895	0.2499	0.2395	0.5105		
SRX2342945	10904100	7372882	9112	2396603	0	0	0	0	91430	0	0	0	0	571075	302415	160583	67.61568584	10904100	8507497	78.02	2396603	21.98	SRX2342945_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10904100	0	20-76	66	54.99519861	75.26311699	pass	pass		pass	fail	warn	pass	warn	warn	warn	pass	10918382	2448322	10918382	829797032	978378	825080229	0.568428521	0.2482	0.2407	0.5111		
SRX2342946	6989944	4154195	7249	395453	0	0	0	0	220427	0	0	0	0	1791952	253016	167652	59.43101976	6989944	6594491	94.34	395453	5.66	SRX2342946_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6989944	0	20-76	62	37.88625216	75.20334097	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	6996242	1624156	6996242	531714392	1854038	527328449	0.824868212	0.2456	0.2355	0.5188		
SRX2342947	6258649	3828837	2815	351377	0	0	0	0	283083	0	0	0	0	1440702	196917	154918	61.17673319	6258649	5907272	94.39	351377	5.61	SRX2342947_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6258649	0	20-76	63	39.03785689	75.27613579	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	6265962	1500664	6265962	476213112	1878789	471771465	0.932701534	0.2398	0.2325	0.5276		
SRX2342948	7617580	4702706	3192	454558	0	0	0	0	264682	0	0	0	0	1752887	254639	184916	61.73490794	7617580	7163022	94.03	454558	5.97	SRX2342948_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7617580	0	20-76	63	36.72659025	75.3299964	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	7626270	1739314	7626270	579596520	2410393	574464484	0.885449761	0.2494	0.2379	0.5127		
SRX2342949	6803436	3961082	8422	813517	0	0	0	0	183610	0	0	0	0	1494872	195635	146298	58.22178676	6803436	5989919	88.04	813517	11.96	SRX2342949_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6803436	0	20-76	63	41.8455153	75.18761344	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	6810172	1588076	6810172	517573072	668773	514457461	0.601965436	0.2426	0.2318	0.5255		
SRX2342950	7458627	4269141	40962	687984	0	0	0	0	211724	0	0	0	0	1813099	248618	187099	57.23762564	7458627	6770643	90.78	687984	9.22	SRX2342950_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7458627	0	20-76	62	35.14177276	75.326095	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	7466866	1747408	7466866	567481816	788500	564035973	0.607216461	0.2546	0.2366	0.5088		
SRX2342951	7506188	4458073	15562	404245	0	0	0	0	208868	0	0	0	0	2028145	228732	162563	59.391971	7506188	7101943	94.61	404245	5.39	SRX2342951_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7506188	0	20-76	63	34.56336529	75.35619785	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	7513980	1709413	7513980	571062480	2172112	566333906	0.828030936	0.2614	0.259	0.4796		
SRX2342952	7687142	4318199	15942	989905	0	0	0	0	190486	0	0	0	0	1737441	256891	178278	56.1743103	7687142	6697237	87.12	989905	12.88	SRX2342952_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7687142	0	20-76	63	37.33633473	75.3528565	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	7694211	1797043	7694211	584760036	766790	581409031	0.573056432	0.2522	0.2489	0.4989		
SRX2342953	8425924	4573803	51220	1199462	0	0	0	0	223683	0	0	0	0	1937143	251375	189238	54.28250955	8425924	7226462	85.76	1199462	14.24	SRX2342953_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8425924	0	20-76	62	36.27094705	75.33323325	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	8436884	1975201	8436884	641203184	865669	637319149	0.60574169	0.2525	0.2451	0.5024		
SRX2342954	6888263	3790829	9495	950221	0	0	0	0	254704	0	0	0	0	1497713	221503	163798	55.03316293	6888263	5938042	86.21	950221	13.79	SRX2342954_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6888263	0	20-76	62	39.80935639	75.32395351	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	6896664	1572933	6896664	524146464	2258173	519389539	0.907556442	0.2488	0.2383	0.513		
